Id,SalePrice
2908,137833.88101012082
1814,237340.9933032189
2446,546428.3431710616
208,145491.53691435745
1679,94106.40604281213
822,314351.3999946838
6,194015.667015719
1781,412129.2406808586
2397,316617.1598749792
2340,301537.59566033003
1618,156429.76544026023
2843,78229.8848627022
1061,387278.415354963
2786,116579.15482934489
1935,138120.4412044673
1341,112079.00143471916
521,256985.40170370505
2136,138342.78871846737
996,192431.92223717028
227,140872.9408769189
135,177044.07936090985
1167,167468.4398351782
294,222982.3520075815
1776,207444.2093990136
540,168555.32145698825
1717,233241.412282586
2303,126525.96254704066
116,188926.34745551206
127,145776.4400750569
1371,126704.6051504096
1014,177003.77208655715
1507,91882.6565753883
702,130705.46646486486
750,138508.1646393856
261,132674.47178384714
1559,67940.48740782781
577,221439.14993807388
2812,189059.88364541624
2080,163341.13862280158
1368,110646.92727481405
2376,126961.90840350062
659,117855.81894401617
1235,128603.07613376385
332,75854.53907570698
1917,148713.83366324365
2094,229047.6426371929
1460,264592.1001565849
1471,214833.50247417457
1509,124843.47377324148
1922,140378.58393013326
433,513347.61817297305
460,267429.920372964
1116,234873.97234937278
1137,177955.17370408765
53,147742.5241928252
2354,280634.55544558633
1475,187341.65911188984
1761,634196.2987589497
842,146928.50183387115
2739,183263.84680855897
2509,154679.62874162797
1007,196698.11409015278
2610,186355.11016348767
1952,110889.80083203761
2719,169490.3112117176
2921,87069.81961380274
1966,152015.27218020608
292,128000.32865549206
1204,189683.10835363952
1829,238134.04238636396
2419,194474.4918961773
391,146356.42549730535
798,114487.9240360669
481,190956.64537216866
193,202177.73874198913
555,121015.30957522616
899,65457.59265241683
2357,185776.05336748183
328,138451.48643281969
1356,110312.30503625351
1154,108663.63066990193
1730,186273.78135231065
2249,153292.37225674224
1119,279921.7085317123
2856,145083.1711392115
1394,134430.72002449672
2587,110300.02485030817
61,320321.3879606796
2661,192015.23786339816
2711,121204.21302281987
1147,175157.8083182894
757,125770.11700839203
2623,101826.46136030584
2378,130960.73459665896
1413,131224.0123793369
1722,212193.27452608137
1112,206592.66496294408
1623,192025.37422882346
1201,179538.39039118798
1513,125000.79379723384
957,512392.69652609935
1171,283102.0945042614
1145,189452.40432845743
2726,237838.37041278952
703,130208.07405994572
760,119417.69988098551
1964,155263.6469037847
2512,180508.47681497267
159,155089.65686910608
1281,161153.29857385467
468,174285.62057584472
290,118701.13532203522
665,91552.1920921614
1463,258167.25375896902
1792,214360.74258097896
923,154902.06507331083
500,265525.6793453747
1408,180073.71243191804
331,83228.14760376899
170,129742.79872341242
2192,106028.69788919653
2571,358251.9491044035
2314,173042.5556045082
2647,80263.05269318214
422,457258.62345733773
2457,378369.47660452744
1838,198990.04716208283
2805,255232.6689667559
1645,147816.44985676542
1711,320422.7895781518
2825,229378.99446202072
322,319822.03401417006
2103,257326.85182732838
342,120657.2152672181
600,122649.59353134203
488,173283.07087665042
1725,325908.0781764075
2246,289923.381008529
2847,162670.82720006368
806,241477.847722996
530,229483.35119674477
963,202993.50455985687
2678,84316.15092462733
171,89442.24406672403
2401,466627.1518051609
805,219321.14291929075
2259,246981.85609333913
1748,182309.67860187328
1361,131360.38276838377
1677,117065.93207713334
1406,165372.79443706144
2322,253509.16968416862
688,143403.57557813465
143,144381.04315497546
804,203234.21537095547
1214,159847.97392328025
2828,152015.61965646772
1999,206832.53515319162
2467,208312.3731423528
2665,157481.91516202904
1538,349670.9910440759
398,124399.92213987395
2822,151262.36436051683
2157,142310.3520666585
1856,182592.0541287029
1269,91341.7935406728
2570,124228.1838348609
2320,226351.52505828533
1517,104188.91803526519
2304,118949.41980390449
1312,98328.39367048221
2012,123716.11573650065
506,243374.779183064
2865,189943.78179663172
2367,103819.10944376333
554,83086.03600714314
238,130808.71040705059
1954,102797.44573067612
2488,134355.12779238424
2291,91879.24006349029
1969,102239.62552694902
2725,180467.57575903254
1482,147684.9181819879
2763,188823.7668066161
503,254183.8474245554
1584,250240.409777152
1531,137132.27570847882
2210,154337.2427909228
459,347297.79127790045
556,128829.49951291954
1347,129944.33148520399
1290,75820.71378621092
1388,101591.6599654514
1571,384156.9601550333
2754,203059.5650075352
765,149998.44923565057
2494,127979.71222320327
2870,201778.38294913014
7,229192.11701812805
1114,242743.7887600012
2418,290753.46289747395
291,102416.57287382716
18,389958.2201562298
39,391669.44239547977
1001,272364.33817739226
2442,231916.32302168227
616,119301.4035492797
2680,59065.33603202732
1414,111914.26143318712
289,149316.39272904122
40,264959.94052198174
860,129549.396900327
409,123056.56144126874
673,151447.22752489254
2427,167291.26501300625
2036,220334.4519588751
2564,127512.2322438148
642,164376.61842848227
1008,181683.8063341733
1908,144479.984601793
2519,196953.03916010325
1369,96514.89687919151
2855,159638.01407549108
712,87736.9701799869
1943,120993.95172179496
1958,129054.76782438511
107,140089.21792688224
2295,237458.13137600085
704,90593.82923779998
676,123484.75745061325
259,178666.0821292298
93,297075.9231947508
106,245301.1274369433
2315,170743.30590379424
1050,105967.1676350453
1095,204772.1472769098
2709,150590.7330690686
758,155024.01227453718
1496,143602.5894458855
2370,112622.21382506973
2458,282697.1749877152
2733,136218.84435868904
161,281293.6137081019
726,149601.26143160136
845,198800.1359451401
947,260391.95529349992
2232,110023.15283273057
2563,144278.71195499194
2299,156925.54603900577
211,64750.779112289136
605,153739.59668704236
1478,183808.56162469301
2247,261509.22803463234
2274,244467.6318849833
2869,199585.79891775994
967,213423.8281322585
2656,112902.57793077925
667,196537.93846789785
1042,115401.70676142283
2023,151045.86783703204
2447,410347.6041982613
2055,117165.81118975519
2275,278019.8380378769
2204,155125.91001596893
1563,259388.72622032303
483,228690.64854151785
796,125863.29460849045
1526,141638.07608401752
2042,155662.42866352326
442,351557.617050622
1693,353345.16752781114
1468,218006.32579244615
1430,184255.74392038357
2605,168267.3645213803
1529,188583.584333053
335,154959.49952251854
1287,118456.15230252901
31,100530.01363635252
1785,326995.4318367221
82,151136.71705817254
2620,131461.73748989275
252,178687.9508501791
721,70912.77851950563
2165,191593.32626690212
2316,177819.07086942857
775,131110.58086076277
1558,105808.74347216825
17,214853.88397328596
1022,243707.9551134517
925,109368.86032509431
438,264707.3285257772
1270,157404.72450370766
1272,137625.60433727637
215,140711.47824194396
266,221746.57553870734
2402,294850.20716949314
1250,125094.92438236918
1984,119301.46226957547
1279,130351.96889958183
377,253823.64593087666
1252,124292.72688595255
2156,269913.40379693883
499,335478.50457494427
1374,124634.09013975952
2898,254753.37761549748
401,122478.86906268461
2721,168430.4421300792
2078,247299.2458397673
2589,121101.18359308931
1946,220000.57127395362
1334,111580.9043322835
2781,221362.99230705932
431,419178.8023829523
576,189392.6697143815
1474,203983.05496290515
2254,127115.25800269272
2155,283354.8721560767
885,112651.50564104592
643,129436.64544576015
1944,126806.4602738599
480,191415.06437103258
2845,114278.32592201249
2387,321717.14588132256
2407,219027.9224286263
2527,156820.22635393814
2514,143338.1887689241
629,164847.20197986948
80,200753.1232639427
1876,139643.26033505242
1546,115739.34833842878
2518,159598.57091836038
2347,156258.12995807308
783,241159.98533768987
1322,71575.60304124624
194,83807.0208250695
1770,286527.6633591
2143,169005.35934973427
1229,220783.5973909376
511,273447.7761002603
46,240063.20198254831
1348,183254.31180288992
2465,206707.22584552842
387,235879.2209280922
873,225522.0646185191
1918,114462.17856237513
2764,236080.61838992842
2184,114503.79751933664
934,131862.67340562947
1920,133780.65815760565
2631,158994.54210238924
1768,623952.9294545297
2040,110413.04914939686
1749,210253.25497210815
834,235950.10102741004
1457,222682.19075789
79,119832.34725285365
2302,117071.97489586548
1817,143740.25725872064
2755,233763.59695014684
359,171700.0935875438
2059,108122.7433710616
2092,238809.41036102467
2516,227244.49967980784
150,102815.52235960605
1656,143746.76201108523
83,88587.48532093389
2411,197142.10990783398
795,78689.96098087341
2312,225144.64999497338
2917,128974.8984761705
1624,177874.45236425044
2215,332284.28865878645
1211,156721.4277336675
1485,146510.93873293846
1024,189872.7946678367
570,187275.4016718982
2874,133700.44677458162
700,127427.1621712424
2756,219229.40887613205
2022,165562.820512957
583,235199.65182709758
2392,391474.54206402425
2424,170598.2907071944
212,125036.80907083134
736,119000.49871943335
1610,161810.69847358178
890,118127.36678331709
467,171114.49085541512
578,235573.93007921585
1747,190592.35022039973
1149,146874.42587668134
2758,271537.7611682346
857,131274.44170903426
2219,297523.7527153584
733,87925.0391891562
2909,109545.72371611444
1798,250384.84825271694
235,127932.0411683183
2366,121267.63451468648
1027,118504.59531213535
1195,134320.9990584193
1303,70935.12249474593
148,188179.09929797053
608,168602.67657591333
2515,196253.006474189
821,259582.06888803229
2500,278176.99101315835
745,102877.76601198965
741,115746.2720222638
1611,167053.40511919788
2532,129859.61356678681
1081,216358.1343836675
1692,452017.9605087162
2520,173131.56740385477
276,102096.28920751352
1992,131146.7970091024
663,75801.84012988937
418,107034.06360336847
1733,200776.9248239607
2359,151783.1800867489
253,171891.40622451168
1518,146915.71927737625
2035,143676.87876410678
2919,84604.35552324666
1540,230519.7247863647
2120,152926.75982610518
1674,151210.48717515523
256,140214.28206790274
2361,95966.97372654385
978,90128.04966804294
2280,128352.68924643821
2095,207848.7349370867
1709,328016.74908140453
2801,245236.31447571435
1246,108159.84079300216
2373,98418.34498238246
1055,301312.4486239395
2017,119062.23716134162
1099,282304.92332415644
1344,72364.64367677478
835,208525.2768790287
1117,242225.97716250177
2043,83028.46576776341
2085,112531.27873907908
410,132822.40843446992
2650,98990.943616218
2867,154672.30679218046
1668,117184.16979347946
1161,150788.60908340337
2122,174032.19433564052
2539,141926.63927743345
1047,133546.37138952993
1445,131325.5237432017
541,136767.36430552448
569,211446.99874488948
1276,107873.15452319577
918,138766.61087080202
326,158444.14146978286
1936,133608.76713009598
895,100146.38341229147
257,154772.2348936739
1241,191605.1555171994
1545,116302.83568636408
1189,174072.85927963612
270,141759.47590997018
2066,186719.6351393825
693,107568.14194789968
1259,132404.670868003
2916,150299.60609525966
2321,283795.60440444923
1977,104678.86189424277
1895,143239.26010610088
1240,170703.53801707883
85,162199.62048486568
1823,124848.54855716319
825,292033.48278116755
110,232640.94455933734
697,130143.89525947988
2297,109963.91481420069
1231,132251.95378422286
1355,125092.32761544392
968,349478.5676106921
584,239605.61370484278
1315,116094.8438786867
1606,137993.70547460677
206,87501.66164630579
1685,371226.7318238661
2016,124433.35987897002
869,200050.05090626492
2135,128641.5025121533
2346,180257.25400840322
2430,234807.3004785254
2198,78915.55831443568
2652,116216.08033710241
27,127282.04601929388
241,163192.86273899337
906,132566.2859346027
1506,145319.42126827786
2098,362085.48595196765
1435,224413.98065484763
2213,125312.2897089461
1274,130491.27961335631
743,52407.63151009314
1737,203105.1359326861
2797,279399.824419814
2185,67782.063342672
58,171558.46362265162
830,192488.14240453593
808,113820.18639216205
680,153047.80440235152
1153,113467.24729058272
1291,138338.041220802
1818,145334.526269899
2161,189828.09838227354
1883,111053.31840024036
350,373619.48022503604
2473,166285.47661405508
295,173547.2696189467
293,207314.66187487432
859,130609.74553187034
288,74507.13529472245
1578,155944.87708646164
102,179732.4329341932
2831,162317.4965170656
1030,153931.50093294118
2551,136851.07562015537
1286,141563.9212041949
958,315779.9600086552
776,128622.90386834109
72,243462.26352056654
2263,255422.83199494838
1866,164367.37268196838
2876,69921.25386678908
2146,248392.73057279224
103,186614.40865223936
1500,129096.99306065991
492,183970.95177975646
167,149045.87038046136
2597,120331.25278836691
2685,98605.98904847012
1035,146809.31719306044
1220,65490.72285769113
2602,135807.1972375
2159,202059.36340560263
695,145918.50470888984
1109,271350.7172080104
640,187964.07531021518
1652,143855.15474009272
2090,191765.19231402857
1188,185672.08675840366
2345,232760.81898179656
1059,427909.21301729936
2751,231519.87574788387
128,198878.28438172943
1523,175603.34594317945
2925,191597.35870021582
2145,303141.4434028613
1121,230451.0698206856
566,277658.1698232003
565,235858.12256803733
1331,127467.62349096603
2928,121971.00660026124
156,136987.27783056043
797,157240.73634403583
327,91911.10939503125
2859,146993.87045641034
1453,116332.974401429
1762,344898.80578653153
1868,212924.4002230334
1760,174060.48792661203
1113,231741.31116577802
1812,184081.08452306045
117,141496.10650900396
1142,217510.44606497328
2342,405473.41771191556
927,141807.38131978316
2478,167109.84071343864
655,83672.76362812135
2064,119430.1032176528
369,273854.924233185
2239,124051.6675674173
2732,214649.70443440214
1653,167607.4371656593
959,225355.2683816459
2395,362708.8290222504
1412,114920.81916746353
271,247624.46104920976
1484,147603.2303431132
1497,165472.61617747773
552,154778.68109186663
2,128594.66578638571
1855,302108.5782425096
4,296394.19211600325
2292,155667.0070589978
134,138312.226088487
646,100378.35145234171
42,328914.11034424265
532,238118.22289396328
713,114855.72519791606
2561,135141.3462238164
2360,138635.88257626217
1333,130280.30738751433
1407,250919.4206905753
2892,305186.6808236854
574,228418.98873128265
1227,197435.20131257677
2591,237396.5057819095
1476,213558.76546478109
1125,257152.80670146854
1446,130403.9703501235
408,117784.12048958454
1101,291186.48765491403
2251,188088.1391132582
373,194130.4466379664
2554,129668.53803110475
2382,258857.70991044823
1985,78901.7218891919
519,255865.49301387952
1093,178191.78206729342
864,249752.737674105
2889,147445.17350491823
2308,184502.77796035676
986,155779.1511244913
1302,139758.57954271958
585,155209.77114061854
2708,145605.72345535044
147,141611.07998758604
1441,227786.34575099955
383,179892.4868546853
285,155376.8242330021
181,106933.74522509085
358,162370.57284134085
780,160901.89061713248
258,184838.3135084809
1865,211364.88734837656
692,121993.41328328622
2902,344967.3491524039
508,253563.19069517287
2638,129368.24338733364
36,137548.9506098691
611,161740.03569730674
2281,147297.3772407656
1678,138449.90484621498
1696,467659.0613656159
1557,84981.19243614876
2180,145967.972788651
1726,226887.2050186646
951,142776.86065172195
267,219799.78030183795
2706,136674.88202095102
2221,257367.84438986448
1357,158756.2343822003
2901,330161.72460159915
347,180763.5787594761
2164,188155.27918226243
1586,307429.11129030935
360,156558.56386351807
1769,239597.09996417188
2617,168918.34532299827
1879,143637.23897946792
991,222261.4876352146
1535,109739.31081730085
1191,138013.1856253923
1579,217965.83622467914
1882,136895.65207439027
1510,124074.6480631915
2196,157634.20632610624
1845,174140.60464209534
2336,424880.3656857336
942,85466.97942523978
861,124247.45969759263
2555,102769.44344006389
1392,184157.62820974828
2099,256559.94675385224
1543,122743.30952198381
948,286570.8578632598
1239,186142.6360949872
22,182885.13024134684
2796,231850.82594271595
2747,188650.07475150912
92,294502.77246438595
210,176841.9467299258
1858,191960.4302251888
2228,138387.60274444436
447,238645.1140527066
827,240995.23974397586
1649,217556.3281833192
682,147295.43303499988
2698,105662.64029707745
494,164031.00231410365
214,81055.72448556717
2441,257813.4064456597
2679,100220.76900691079
1336,111318.54101912868
465,178213.94230720276
1524,137921.90395405737
2543,119746.47992991924
631,137035.73621398362
2452,301399.14919752965
228,158224.20409902718
126,189613.2271427869
1092,244907.3348269923
1122,213630.14487148292
932,214569.1723435274
1980,95120.7129161123
2171,120201.77507502855
551,142933.21263153123
2768,177331.02845438634
2056,110253.65426532808
1159,366492.6079558728
2645,94344.08246179426
1174,187744.7043391436
2266,232134.87804385842
2462,429737.8883458455
1219,145677.8485915049
2922,192647.13633670664
118,146427.20684911567
474,153089.53234414707
2576,152151.7656722523
872,277823.3950828066
1077,208483.27332336144
1536,144367.38373269068
1150,131002.24265415367
2341,351500.30104432325
1931,171492.4636872043
2785,124824.13456727134
2538,128914.34262778945
597,218349.4050498369
464,217309.24371650617
233,236891.49966428225
2169,140599.86496347518
2123,165352.78369084478
1867,181595.5685339802
137,259760.85889788778
515,258021.84473253437
933,110719.8172789694
2784,170911.3105195682
972,158123.73349889443
599,181600.06031898974
2614,123825.38775412031
2582,143466.40633062227
1409,168502.31100490087
175,74763.98188838473
352,239811.11106009444
976,115903.31058113588
2134,187643.1589729399
984,110917.52822322033
2396,367730.1497205042
1673,120806.06197651068
404,117123.14497327349
607,172554.8639469158
814,172567.49016920297
868,184721.61387581832
2271,178544.22828689744
1633,254874.68039820757
337,168989.40227811685
2765,198958.79634814349
1746,252156.07974635455
368,331544.45856285223
2806,206467.38217071348
1662,194540.48967681266
1234,204421.60508166542
1373,130253.96227449422
1672,121480.87279454121
1939,130712.40656575808
